time_ps,RMSD_conformation_A,heavy_geometric_radius_A,series,included
4410.0,1.9097078,5.6407285,replica_01_seed20260921,True
4420.0,2.1323721,5.6191435,replica_01_seed20260921,True
4430.0,1.9792073,5.719655,replica_01_seed20260921,True
4440.0,2.1104476,5.6563253,replica_01_seed20260921,True
4450.0,2.187,5.6120567,replica_01_seed20260921,True
4460.0,1.8987013,5.6606436,replica_01_seed20260921,True
4470.0,1.7655284,5.6787724,replica_01_seed20260921,True
4480.0,1.8089881,5.4407215,replica_01_seed20260921,True
4490.0,1.981214,5.585767,replica_01_seed20260921,True
4500.0,1.828404,5.636976,replica_01_seed20260921,True
4510.0,1.7813171,5.624697,replica_01_seed20260921,True
4520.0,2.2097733,5.6265097,replica_01_seed20260921,True
4530.0,2.2237232,5.4918647,replica_01_seed20260921,True
4540.0,2.4749956,5.375472,replica_01_seed20260921,True
4550.0,2.1597507,5.531178,replica_01_seed20260921,True
4560.0,2.3356183,5.363732,replica_01_seed20260921,True
4570.0,2.1987321,5.4613643,replica_01_seed20260921,True
4580.0,2.4213605,5.3873563,replica_01_seed20260921,True
4590.0,2.4702399,5.56274,replica_01_seed20260921,True
4600.0,2.575736,5.5384927,replica_01_seed20260921,True
4610.0,2.7555182,5.476313,replica_01_seed20260921,True
4620.0,2.5491288,5.5109987,replica_01_seed20260921,True
4630.0,2.351599,5.5792975,replica_01_seed20260921,True
4640.0,2.071714,5.5217366,replica_01_seed20260921,True
4650.0,2.2113805,5.515724,replica_01_seed20260921,True
4660.0,1.8279848,5.524421,replica_01_seed20260921,True
4670.0,2.1369336,5.3938575,replica_01_seed20260921,True
4680.0,2.0830715,5.593023,replica_01_seed20260921,True
4690.0,2.0142267,5.5432405,replica_01_seed20260921,True
4700.0,2.487165,5.503725,replica_01_seed20260921,True
4710.0,2.448537,5.4195232,replica_01_seed20260921,True
4720.0,2.0028088,5.537241,replica_01_seed20260921,True
4730.0,2.06419,5.470399,replica_01_seed20260921,True
4740.0,2.147862,5.5721784,replica_01_seed20260921,True
4750.0,2.2841558,5.5355525,replica_01_seed20260921,True
4760.0,2.3657007,5.582316,replica_01_seed20260921,True
4770.0,2.3938818,5.6407614,replica_01_seed20260921,True
4780.0,2.5513122,5.449254,replica_01_seed20260921,True
4790.0,2.5261095,5.570491,replica_01_seed20260921,True
4800.0,2.4926746,5.4491143,replica_01_seed20260921,True
4810.0,2.432526,5.5084867,replica_01_seed20260921,True
4820.0,2.444847,5.481169,replica_01_seed20260921,True
4830.0,2.198641,5.409351,replica_01_seed20260921,True
4840.0,2.5026975,5.410113,replica_01_seed20260921,True
4850.0,2.2861729,5.3116264,replica_01_seed20260921,True
4860.0,2.454239,5.5927224,replica_01_seed20260921,True
4870.0,2.5317037,5.467491,replica_01_seed20260921,True
4880.0,2.5093553,5.543974,replica_01_seed20260921,True
4890.0,2.592526,5.5221815,replica_01_seed20260921,True
4900.0,2.3378105,5.509047,replica_01_seed20260921,True
4910.0,2.1229565,5.514986,replica_01_seed20260921,True
4920.0,2.217587,5.631168,replica_01_seed20260921,True
4930.0,2.3238652,5.5736837,replica_01_seed20260921,True
4940.0,2.4318936,5.52343,replica_01_seed20260921,True
4950.0,2.0884635,5.5371485,replica_01_seed20260921,True
4960.0,2.054198,5.474967,replica_01_seed20260921,True
4970.0,1.8360016,5.456499,replica_01_seed20260921,True
4980.0,1.7653844,5.4750013,replica_01_seed20260921,True
4990.0,2.0572875,5.5491996,replica_01_seed20260921,True
5000.0,2.5287578,5.5417895,replica_01_seed20260921,True
5010.0,2.508918,5.407207,replica_01_seed20260921,True
5020.0,1.9717746,5.5868506,replica_01_seed20260921,True
5030.0,2.3900516,5.43868,replica_01_seed20260921,True
5040.0,1.9402473,5.528872,replica_01_seed20260921,True
5050.0,2.017253,5.5682,replica_01_seed20260921,True
5060.0,1.7921603,5.3787975,replica_01_seed20260921,True
5070.0,2.0264335,5.5876403,replica_01_seed20260921,True
5080.0,1.8566351,5.4765997,replica_01_seed20260921,True
5090.0,1.743015,5.5306053,replica_01_seed20260921,True
5100.0,2.058555,5.4787164,replica_01_seed20260921,True
5110.0,1.9477416,5.5352173,replica_01_seed20260921,True
5120.0,2.3995275,5.4403954,replica_01_seed20260921,True
5130.0,2.3310971,5.4972625,replica_01_seed20260921,True
5140.0,2.3245606,5.615019,replica_01_seed20260921,True
5150.0,2.5719476,5.5450277,replica_01_seed20260921,True
5160.0,2.3199358,5.5077286,replica_01_seed20260921,True
5170.0,2.3043694,5.5196238,replica_01_seed20260921,True
5180.0,2.2227578,5.517573,replica_01_seed20260921,True
5190.0,2.3686342,5.5420914,replica_01_seed20260921,True
5200.0,2.652607,5.4943333,replica_01_seed20260921,True
5210.0,2.636456,5.5932446,replica_01_seed20260921,True
5220.0,2.5630763,5.577031,replica_01_seed20260921,True
5230.0,2.5148275,5.611834,replica_01_seed20260921,True
5240.0,2.4829032,5.4982705,replica_01_seed20260921,True
5250.0,2.4795575,5.4449377,replica_01_seed20260921,True
5260.0,2.5590405,5.491477,replica_01_seed20260921,True
5270.0,2.5309339,5.5312376,replica_01_seed20260921,True
5280.0,2.500055,5.5158186,replica_01_seed20260921,True
5290.0,2.3540194,5.580043,replica_01_seed20260921,True
5300.0,2.4496787,5.573437,replica_01_seed20260921,True
5310.0,2.3296218,5.642243,replica_01_seed20260921,True
5320.0,1.8276066,5.4405236,replica_01_seed20260921,True
5330.0,1.9325775,5.522931,replica_01_seed20260921,True
5340.0,1.9445171,5.4987955,replica_01_seed20260921,True
5350.0,2.5087593,5.482959,replica_01_seed20260921,True
5360.0,1.7549981,5.5181603,replica_01_seed20260921,True
5370.0,1.7009802,5.471838,replica_01_seed20260921,True
5380.0,1.5981369,5.454735,replica_01_seed20260921,True
5390.0,2.0091083,5.573474,replica_01_seed20260921,True
5400.0,1.7901096,5.510864,replica_01_seed20260921,True
5410.0,1.6847104,5.447597,replica_01_seed20260921,True
5420.0,1.9440789,5.3754826,replica_01_seed20260921,True
5430.0,1.9714973,5.5370426,replica_01_seed20260921,True
5440.0,1.9848514,5.4617786,replica_01_seed20260921,True
5450.0,2.166631,5.605102,replica_01_seed20260921,True
5460.0,2.375269,5.595458,replica_01_seed20260921,True
5470.0,2.571733,5.534773,replica_01_seed20260921,True
5480.0,2.5337071,5.5727606,replica_01_seed20260921,True
5490.0,2.3072186,5.4853253,replica_01_seed20260921,True
5500.0,2.1038074,5.4593143,replica_01_seed20260921,True
5510.0,1.5903963,5.449059,replica_01_seed20260921,True
5520.0,1.6574771,5.4206614,replica_01_seed20260921,True
5530.0,1.6350935,5.5556927,replica_01_seed20260921,True
5540.0,1.2291298,5.414549,replica_01_seed20260921,True
5550.0,1.3860812,5.4466143,replica_01_seed20260921,True
5560.0,1.5475255,5.459354,replica_01_seed20260921,True
5570.0,1.3688722,5.4473186,replica_01_seed20260921,True
5580.0,1.7437881,5.5286226,replica_01_seed20260921,True
5590.0,1.6884518,5.5000978,replica_01_seed20260921,True
5600.0,1.603223,5.472446,replica_01_seed20260921,True
5610.0,1.8918521,5.4579215,replica_01_seed20260921,True
5620.0,1.6241148,5.4730964,replica_01_seed20260921,True
5630.0,1.6294359,5.510003,replica_01_seed20260921,True
5640.0,1.6690935,5.4251003,replica_01_seed20260921,True
5650.0,1.6529408,5.4003906,replica_01_seed20260921,True
5660.0,1.8271899,5.373919,replica_01_seed20260921,True
5670.0,2.1109343,5.4941883,replica_01_seed20260921,True
5680.0,2.0968442,5.5515423,replica_01_seed20260921,True
5690.0,1.9065666,5.391015,replica_01_seed20260921,True
5700.0,2.5347314,5.4433446,replica_01_seed20260921,True
5710.0,2.2033603,5.4236355,replica_01_seed20260921,True
5720.0,2.4873974,5.265308,replica_01_seed20260921,True
5730.0,2.6082902,5.4360337,replica_01_seed20260921,True
5740.0,2.696043,5.401334,replica_01_seed20260921,True
5750.0,2.6924963,5.1644487,replica_01_seed20260921,True
5760.0,2.541223,5.4670734,replica_01_seed20260921,True
5770.0,2.7329473,5.384614,replica_01_seed20260921,True
5780.0,2.5069916,5.4821415,replica_01_seed20260921,True
5790.0,2.5679278,5.510375,replica_01_seed20260921,True
5800.0,2.5746732,5.3311057,replica_01_seed20260921,True
5810.0,2.5643778,5.3112435,replica_01_seed20260921,True
5820.0,2.5517225,5.487982,replica_01_seed20260921,True
5830.0,2.0776453,5.4187813,replica_01_seed20260921,True
5840.0,2.6255326,5.4899926,replica_01_seed20260921,True
5850.0,2.589157,5.3646317,replica_01_seed20260921,True
5860.0,2.3680732,5.4484515,replica_01_seed20260921,True
5870.0,2.5799248,5.375592,replica_01_seed20260921,True
5880.0,2.4304867,5.40889,replica_01_seed20260921,True
5890.0,2.5900793,5.3654623,replica_01_seed20260921,True
5900.0,2.3928878,5.4622526,replica_01_seed20260921,True
5910.0,2.5366864,5.4801393,replica_01_seed20260921,True
5920.0,2.5912032,5.3652616,replica_01_seed20260921,True
5930.0,2.5920992,5.2618456,replica_01_seed20260921,True
5940.0,2.3535311,5.5246077,replica_01_seed20260921,True
5950.0,2.2523258,5.5428295,replica_01_seed20260921,True
5960.0,2.0738986,5.388379,replica_01_seed20260921,True
5970.0,2.3747482,5.374792,replica_01_seed20260921,True
5980.0,1.9949279,5.334629,replica_01_seed20260921,True
5990.0,1.7907451,5.4950466,replica_01_seed20260921,True
6000.0,2.4013274,5.5351834,replica_01_seed20260921,True
6010.0,1.7305089,5.3272557,replica_01_seed20260921,True
6020.0,2.3344114,5.455787,replica_01_seed20260921,True
6030.0,2.3325546,5.451899,replica_01_seed20260921,True
6040.0,2.1927752,5.4219465,replica_01_seed20260921,True
6050.0,2.0896735,5.5601573,replica_01_seed20260921,True
6060.0,1.2839575,5.371089,replica_01_seed20260921,True
6070.0,1.3571408,5.445361,replica_01_seed20260921,True
6080.0,1.5805104,5.3526907,replica_01_seed20260921,True
6090.0,1.8624474,5.516202,replica_01_seed20260921,True
6100.0,1.6546295,5.3327007,replica_01_seed20260921,True
6110.0,1.5930626,5.464445,replica_01_seed20260921,True
6120.0,2.3596406,5.440605,replica_01_seed20260921,True
6130.0,2.4594555,5.422518,replica_01_seed20260921,True
6140.0,2.6650586,5.4485517,replica_01_seed20260921,True
6150.0,2.2321515,5.492925,replica_01_seed20260921,True
6160.0,2.4692101,5.3948016,replica_01_seed20260921,True
6170.0,2.2803214,5.3996305,replica_01_seed20260921,True
6180.0,1.4942098,5.292974,replica_01_seed20260921,True
6190.0,2.00865,5.499141,replica_01_seed20260921,True
6200.0,2.4670954,5.462989,replica_01_seed20260921,True
6210.0,2.5442529,5.2958765,replica_01_seed20260921,True
6220.0,2.6193347,5.284386,replica_01_seed20260921,True
6230.0,2.6000295,5.36584,replica_01_seed20260921,True
6240.0,2.5247588,5.511879,replica_01_seed20260921,True
6250.0,2.5538445,5.330706,replica_01_seed20260921,True
6260.0,2.3196075,5.4283743,replica_01_seed20260921,True
6270.0,2.1500638,5.430228,replica_01_seed20260921,True
6280.0,2.2221737,5.375184,replica_01_seed20260921,True
6290.0,2.4562266,5.4625683,replica_01_seed20260921,True
6300.0,2.7510881,5.321396,replica_01_seed20260921,True
6310.0,2.2215712,5.430761,replica_01_seed20260921,True
6320.0,1.8986428,5.388218,replica_01_seed20260921,True
6330.0,2.0531585,5.4378753,replica_01_seed20260921,True
6340.0,2.181162,5.3255696,replica_01_seed20260921,True
6350.0,1.8254197,5.447247,replica_01_seed20260921,True
6360.0,1.372789,5.4445176,replica_01_seed20260921,True
6370.0,1.3771379,5.3648324,replica_01_seed20260921,True
6380.0,1.5652258,5.5137534,replica_01_seed20260921,True
6390.0,1.5839932,5.395593,replica_01_seed20260921,True
6400.0,2.4476566,5.3265076,replica_01_seed20260921,True
6410.0,2.4721522,5.3138404,replica_01_seed20260921,True
6420.0,2.1271405,5.381445,replica_01_seed20260921,True
6430.0,1.8831635,5.376697,replica_01_seed20260921,True
6440.0,1.964724,5.4179573,replica_01_seed20260921,True
6450.0,2.0734687,5.5000925,replica_01_seed20260921,True
6460.0,1.4219904,5.334098,replica_01_seed20260921,True
6470.0,1.7087295,5.505521,replica_01_seed20260921,True
6480.0,2.1436772,5.354612,replica_01_seed20260921,True
6490.0,2.4903512,5.495476,replica_01_seed20260921,True
6500.0,2.7061315,5.3904085,replica_01_seed20260921,True
6510.0,2.086064,5.391875,replica_01_seed20260921,True
6520.0,2.4821239,5.4487605,replica_01_seed20260921,True
6530.0,2.2737303,5.5043716,replica_01_seed20260921,True
6540.0,2.3566911,5.488376,replica_01_seed20260921,True
6550.0,2.6970074,5.3354864,replica_01_seed20260921,True
6560.0,1.8201983,5.478925,replica_01_seed20260921,True
6570.0,2.0959346,5.5508513,replica_01_seed20260921,True
6580.0,1.8291097,5.4484386,replica_01_seed20260921,True
6590.0,2.1997273,5.5169177,replica_01_seed20260921,True
6600.0,2.0680733,5.4302025,replica_01_seed20260921,True
6610.0,2.1148617,5.4382114,replica_01_seed20260921,True
6620.0,2.076421,5.380168,replica_01_seed20260921,True
6630.0,1.3176575,5.397791,replica_01_seed20260921,True
6640.0,1.6037207,5.4906435,replica_01_seed20260921,True
6650.0,1.7505157,5.3462067,replica_01_seed20260921,True
6660.0,1.9936407,5.4630013,replica_01_seed20260921,True
6670.0,2.437294,5.3016114,replica_01_seed20260921,True
6680.0,2.4269428,5.4413576,replica_01_seed20260921,True
6690.0,2.4581146,5.5123262,replica_01_seed20260921,True
6700.0,2.5463982,5.536731,replica_01_seed20260921,True
6710.0,2.6197002,5.419716,replica_01_seed20260921,True
6720.0,2.5758598,5.328886,replica_01_seed20260921,True
6730.0,2.3065276,5.4168153,replica_01_seed20260921,True
6740.0,2.2083788,5.422388,replica_01_seed20260921,True
6750.0,2.7978368,5.3619757,replica_01_seed20260921,True
6760.0,2.4763463,5.5583773,replica_01_seed20260921,True
6770.0,2.2065704,5.4255004,replica_01_seed20260921,True
6780.0,2.3315485,5.487335,replica_01_seed20260921,True
6790.0,1.4924653,5.325088,replica_01_seed20260921,True
6800.0,1.2489314,5.387976,replica_01_seed20260921,True
6810.0,1.6265869,5.3782673,replica_01_seed20260921,True
6820.0,1.5071516,5.4143295,replica_01_seed20260921,True
6830.0,1.4420822,5.267737,replica_01_seed20260921,True
6840.0,1.4455631,5.3646708,replica_01_seed20260921,True
6850.0,1.74136,5.346427,replica_01_seed20260921,True
6860.0,1.6696782,5.2040606,replica_01_seed20260921,True
6870.0,1.4206327,5.4477463,replica_01_seed20260921,True
6880.0,1.4743161,5.5021853,replica_01_seed20260921,True
6890.0,1.1944149,5.320062,replica_01_seed20260921,True
6900.0,1.3604863,5.394019,replica_01_seed20260921,True
6910.0,1.6020585,5.2847195,replica_01_seed20260921,True
6920.0,1.2108246,5.356084,replica_01_seed20260921,True
6930.0,1.1884943,5.2016206,replica_01_seed20260921,True
6940.0,1.5460899,5.3471084,replica_01_seed20260921,True
6950.0,1.4208722,5.511003,replica_01_seed20260921,True
6960.0,1.4274547,5.4653673,replica_01_seed20260921,True
6970.0,1.6078086,5.3837433,replica_01_seed20260921,True
6980.0,1.3384014,5.4964633,replica_01_seed20260921,True
6990.0,1.8334451,5.280311,replica_01_seed20260921,True
7000.0,1.5258874,5.4034433,replica_01_seed20260921,True
7010.0,1.4061618,5.34898,replica_01_seed20260921,True
7020.0,1.7649144,5.343533,replica_01_seed20260921,True
7030.0,1.9918085,5.438033,replica_01_seed20260921,True
7040.0,1.8213366,5.3633327,replica_01_seed20260921,True
7050.0,2.1524444,5.3804965,replica_01_seed20260921,True
7060.0,2.1485434,5.4586515,replica_01_seed20260921,True
7070.0,2.5808897,5.3465767,replica_01_seed20260921,True
7080.0,2.373951,5.5170894,replica_01_seed20260921,True
7090.0,2.0384629,5.375734,replica_01_seed20260921,True
7100.0,2.2794921,5.3622913,replica_01_seed20260921,True
7110.0,1.80663,5.3680463,replica_01_seed20260921,True
7120.0,1.9423205,5.4872894,replica_01_seed20260921,True
7130.0,2.5597224,5.1595974,replica_01_seed20260921,True
7140.0,2.3901734,5.34998,replica_01_seed20260921,True
7150.0,2.6038096,5.412989,replica_01_seed20260921,True
7160.0,2.4410245,5.4147935,replica_01_seed20260921,True
7170.0,2.570959,5.3747225,replica_01_seed20260921,True
7180.0,2.482186,5.380073,replica_01_seed20260921,True
7190.0,2.497528,5.480788,replica_01_seed20260921,True
7200.0,2.3381343,5.4003468,replica_01_seed20260921,True
7210.0,2.4416718,5.422873,replica_01_seed20260921,True
7220.0,2.594162,5.339503,replica_01_seed20260921,True
7230.0,2.4716256,5.451545,replica_01_seed20260921,True
7240.0,2.3829339,5.421162,replica_01_seed20260921,True
7250.0,2.241251,5.394387,replica_01_seed20260921,True
7260.0,2.5127296,5.437989,replica_01_seed20260921,True
7270.0,2.569262,5.550598,replica_01_seed20260921,True
7280.0,2.5669134,5.42877,replica_01_seed20260921,True
7290.0,2.5740666,5.4733877,replica_01_seed20260921,True
7300.0,2.5390267,5.4173355,replica_01_seed20260921,True
7310.0,2.67655,5.381936,replica_01_seed20260921,True
7320.0,2.3791237,5.494239,replica_01_seed20260921,True
7330.0,2.3594627,5.4373264,replica_01_seed20260921,True
7340.0,2.7482066,5.434606,replica_01_seed20260921,True
7350.0,2.5400207,5.4263873,replica_01_seed20260921,True
7360.0,1.8305283,5.4209623,replica_01_seed20260921,True
7370.0,2.5301182,5.5702066,replica_01_seed20260921,True
7380.0,2.6559572,5.369731,replica_01_seed20260921,True
7390.0,2.5215192,5.5003505,replica_01_seed20260921,True
7400.0,2.401163,5.339685,replica_01_seed20260921,True
7410.0,2.4639635,5.4744534,replica_01_seed20260921,True
7420.0,2.1806672,5.459251,replica_01_seed20260921,True
7430.0,2.6048512,5.4251585,replica_01_seed20260921,True
7440.0,2.3582957,5.390902,replica_01_seed20260921,True
7450.0,2.0928578,5.406728,replica_01_seed20260921,True
7460.0,2.51198,5.499108,replica_01_seed20260921,True
7470.0,2.0689955,5.4712825,replica_01_seed20260921,True
7480.0,2.078677,5.3784084,replica_01_seed20260921,True
7490.0,2.033784,5.141604,replica_01_seed20260921,True
7500.0,1.5837965,5.3713555,replica_01_seed20260921,True
7510.0,1.711436,5.548154,replica_01_seed20260921,True
7520.0,1.8411316,5.3273635,replica_01_seed20260921,True
7530.0,2.1350665,5.4425282,replica_01_seed20260921,True
7540.0,2.0227985,5.4919267,replica_01_seed20260921,True
7550.0,1.3266761,5.434509,replica_01_seed20260921,True
7560.0,1.4016285,5.403176,replica_01_seed20260921,True
7570.0,1.5019773,5.395726,replica_01_seed20260921,True
7580.0,1.613678,5.411799,replica_01_seed20260921,True
7590.0,1.5675902,5.4455853,replica_01_seed20260921,True
7600.0,1.6692097,5.4240303,replica_01_seed20260921,True
7610.0,1.5132581,5.5195813,replica_01_seed20260921,True
7620.0,1.862538,5.4917545,replica_01_seed20260921,True
7630.0,1.5275823,5.5032825,replica_01_seed20260921,True
7640.0,1.5611423,5.5668154,replica_01_seed20260921,True
7650.0,1.5342726,5.554602,replica_01_seed20260921,True
7660.0,1.7151082,5.6069202,replica_01_seed20260921,True
7670.0,1.7326818,5.461648,replica_01_seed20260921,True
7680.0,1.5678233,5.4556184,replica_01_seed20260921,True
7690.0,1.7911108,5.5694265,replica_01_seed20260921,True
7700.0,1.759584,5.5971317,replica_01_seed20260921,True
7710.0,1.7757046,5.5554037,replica_01_seed20260921,True
7720.0,1.7657067,5.559635,replica_01_seed20260921,True
7730.0,1.7603948,5.5351114,replica_01_seed20260921,True
7740.0,1.9370563,5.515508,replica_01_seed20260921,True
7750.0,1.9606285,5.596298,replica_01_seed20260921,True
7760.0,1.8041613,5.550207,replica_01_seed20260921,True
7770.0,1.6828394,5.565654,replica_01_seed20260921,True
7780.0,1.8410089,5.645131,replica_01_seed20260921,True
7790.0,1.7647018,5.5860443,replica_01_seed20260921,True
7800.0,1.8249947,5.6364136,replica_01_seed20260921,True
7810.0,1.621331,5.4371142,replica_01_seed20260921,True
7820.0,1.6516113,5.618716,replica_01_seed20260921,True
7830.0,1.6282315,5.608348,replica_01_seed20260921,True
7840.0,1.5074089,5.500599,replica_01_seed20260921,True
7850.0,1.4068081,5.4858427,replica_01_seed20260921,True
7860.0,1.6075159,5.4551816,replica_01_seed20260921,True
7870.0,1.4804077,5.446184,replica_01_seed20260921,True
7880.0,1.6703558,5.4949074,replica_01_seed20260921,True
7890.0,1.535126,5.5910354,replica_01_seed20260921,True
7900.0,1.7502859,5.6140685,replica_01_seed20260921,True
7910.0,1.836244,5.4657516,replica_01_seed20260921,True
7920.0,1.6846501,5.350813,replica_01_seed20260921,True
7930.0,1.7739601,5.527093,replica_01_seed20260921,True
7940.0,1.708962,5.6040716,replica_01_seed20260921,True
7950.0,1.4260287,5.5344105,replica_01_seed20260921,True
7960.0,1.3951565,5.532221,replica_01_seed20260921,True
7970.0,2.1717253,5.6155543,replica_01_seed20260921,True
7980.0,1.8165095,5.517688,replica_01_seed20260921,True
7990.0,1.8416582,5.6720514,replica_01_seed20260921,True
8000.0,1.5425484,5.586278,replica_01_seed20260921,True
8010.0,1.8397808,5.4196796,replica_01_seed20260921,True
8020.0,1.6541039,5.5917273,replica_01_seed20260921,True
8030.0,1.6018741,5.472688,replica_01_seed20260921,True
8040.0,1.2703273,5.2821703,replica_01_seed20260921,True
8050.0,1.8897818,5.4729548,replica_01_seed20260921,True
8060.0,1.3469554,5.381896,replica_01_seed20260921,True
8070.0,1.3833587,5.325824,replica_01_seed20260921,True
8080.0,1.4348137,5.3517385,replica_01_seed20260921,True
8090.0,1.3198078,5.4870577,replica_01_seed20260921,True
8100.0,1.625228,5.443693,replica_01_seed20260921,True
8110.0,1.5307441,5.360766,replica_01_seed20260921,True
8120.0,0.8606281,5.3211827,replica_01_seed20260921,True
8130.0,1.5102344,5.4530077,replica_01_seed20260921,True
8140.0,1.0250744,5.3999996,replica_01_seed20260921,True
8150.0,1.9863579,5.4416676,replica_01_seed20260921,True
8160.0,2.0422487,5.370977,replica_01_seed20260921,True
8170.0,2.171559,5.4671836,replica_01_seed20260921,True
8180.0,1.3899357,5.292122,replica_01_seed20260921,True
8190.0,1.4070387,5.3623347,replica_01_seed20260921,True
8200.0,1.5804833,5.458783,replica_01_seed20260921,True
8210.0,1.9832451,5.338511,replica_01_seed20260921,True
8220.0,2.1147392,5.547419,replica_01_seed20260921,True
8230.0,1.5475788,5.475398,replica_01_seed20260921,True
8240.0,1.1546944,5.3826694,replica_01_seed20260921,True
8250.0,1.2517561,5.518291,replica_01_seed20260921,True
8260.0,1.2236942,5.326208,replica_01_seed20260921,True
8270.0,0.9898542,5.4474363,replica_01_seed20260921,True
8280.0,1.2348967,5.4529867,replica_01_seed20260921,True
8290.0,1.0820265,5.373455,replica_01_seed20260921,True
8300.0,1.3641335,5.489073,replica_01_seed20260921,True
8310.0,1.5390719,5.4635234,replica_01_seed20260921,True
8320.0,1.4989412,5.471513,replica_01_seed20260921,True
8330.0,1.5511776,5.436578,replica_01_seed20260921,True
8340.0,1.7858994,5.46416,replica_01_seed20260921,True
8350.0,2.568209,5.497847,replica_01_seed20260921,True
8360.0,2.5016856,5.3833275,replica_01_seed20260921,True
8370.0,1.7841827,5.456541,replica_01_seed20260921,True
8380.0,2.510367,5.4682055,replica_01_seed20260921,True
8390.0,2.1858368,5.334656,replica_01_seed20260921,True
8400.0,2.5490334,5.2322693,replica_01_seed20260921,True
8410.0,2.334305,5.447406,replica_01_seed20260921,True
8420.0,2.5331008,5.2722974,replica_01_seed20260921,True
8430.0,2.56984,5.2983575,replica_01_seed20260921,True
8440.0,2.5962963,5.460204,replica_01_seed20260921,True
8450.0,2.3976588,5.250204,replica_01_seed20260921,True
8460.0,2.5915143,5.4224977,replica_01_seed20260921,True
8470.0,2.5606287,5.538547,replica_01_seed20260921,True
8480.0,2.670075,5.4339905,replica_01_seed20260921,True
8490.0,2.2352924,5.420425,replica_01_seed20260921,True
8500.0,2.6203213,5.4809403,replica_01_seed20260921,True
8510.0,2.7387662,5.303364,replica_01_seed20260921,True
8520.0,2.2277787,5.469862,replica_01_seed20260921,True
8530.0,2.1356947,5.3808026,replica_01_seed20260921,True
8540.0,1.6620891,5.465684,replica_01_seed20260921,True
8550.0,1.7548769,5.4398355,replica_01_seed20260921,True
8560.0,2.2475376,5.4870863,replica_01_seed20260921,True
8570.0,2.6966932,5.3433027,replica_01_seed20260921,True
8580.0,2.6823096,5.391036,replica_01_seed20260921,True
8590.0,2.720562,5.4560513,replica_01_seed20260921,True
8600.0,2.4153092,5.4178233,replica_01_seed20260921,True
8610.0,2.438516,5.4380183,replica_01_seed20260921,True
8620.0,1.961994,5.4510727,replica_01_seed20260921,True
8630.0,2.2441525,5.463722,replica_01_seed20260921,True
8640.0,2.551236,5.513953,replica_01_seed20260921,True
8650.0,2.6676779,5.4556675,replica_01_seed20260921,True
8660.0,2.8584237,5.189883,replica_01_seed20260921,True
8670.0,2.498052,5.393255,replica_01_seed20260921,True
8680.0,2.5287223,5.5182743,replica_01_seed20260921,True
8690.0,1.9121716,5.5398455,replica_01_seed20260921,True
8700.0,2.6351025,5.51355,replica_01_seed20260921,True
8710.0,2.1880093,5.327828,replica_01_seed20260921,True
8720.0,2.2507567,5.4433765,replica_01_seed20260921,True
8730.0,2.6877973,5.424301,replica_01_seed20260921,True
8740.0,2.6013966,5.439887,replica_01_seed20260921,True
8750.0,2.4463284,5.371487,replica_01_seed20260921,True
8760.0,2.4896114,5.375457,replica_01_seed20260921,True
8770.0,2.751861,5.406329,replica_01_seed20260921,True
8780.0,2.7174017,5.3359914,replica_01_seed20260921,True
8790.0,2.3804638,5.397793,replica_01_seed20260921,True
8800.0,2.0894156,5.4156833,replica_01_seed20260921,True
8810.0,1.7877052,5.4195766,replica_01_seed20260921,True
8820.0,1.3036847,5.4531307,replica_01_seed20260921,True
8830.0,1.4398938,5.4522038,replica_01_seed20260921,True
8840.0,1.3509005,5.400367,replica_01_seed20260921,True
8850.0,1.5548478,5.4437885,replica_01_seed20260921,True
8860.0,0.79368764,5.383406,replica_01_seed20260921,True
8870.0,1.4094383,5.3961797,replica_01_seed20260921,True
8880.0,1.3343765,5.5357466,replica_01_seed20260921,True
8890.0,1.3506699,5.3383822,replica_01_seed20260921,True
8900.0,1.2207552,5.4108815,replica_01_seed20260921,True
8910.0,1.5887885,5.37524,replica_01_seed20260921,True
8920.0,1.0546634,5.3720403,replica_01_seed20260921,True
8930.0,1.3044429,5.468402,replica_01_seed20260921,True
8940.0,1.5677848,5.4604874,replica_01_seed20260921,True
8950.0,1.445198,5.3673525,replica_01_seed20260921,True
8960.0,1.1946384,5.4944477,replica_01_seed20260921,True
8970.0,1.249911,5.509101,replica_01_seed20260921,True
8980.0,1.3824184,5.438635,replica_01_seed20260921,True
8990.0,1.1803108,5.34936,replica_01_seed20260921,True
9000.0,1.1501292,5.5098076,replica_01_seed20260921,True
9010.0,1.3817468,5.337861,replica_01_seed20260921,True
9020.0,1.4025469,5.4753404,replica_01_seed20260921,True
9030.0,1.1635201,5.380297,replica_01_seed20260921,True
9040.0,1.6719995,5.476093,replica_01_seed20260921,True
9050.0,1.8993944,5.416906,replica_01_seed20260921,True
9060.0,1.738594,5.5052023,replica_01_seed20260921,True
9070.0,1.0800593,5.465616,replica_01_seed20260921,True
9080.0,1.2302853,5.3578672,replica_01_seed20260921,True
9090.0,1.678883,5.405233,replica_01_seed20260921,True
9100.0,1.5794873,5.419981,replica_01_seed20260921,True
9110.0,1.6964307,5.4202943,replica_01_seed20260921,True
9120.0,1.2449775,5.3912525,replica_01_seed20260921,True
9130.0,1.5348195,5.418511,replica_01_seed20260921,True
9140.0,1.6604472,5.3213015,replica_01_seed20260921,True
9150.0,1.7410185,5.427191,replica_01_seed20260921,True
