time_ps,RMSD_conformation_A,heavy_geometric_radius_A,protein_CA_RMSD_A,ligand_EGFR_fit_RMSD_A,site_center_distance_A,series,included
7110.0,2.1410131,5.1987514,4.433413,4.9558597,0.5799409,replica_01_seed20260931,True
7120.0,2.2131135,5.2229643,4.436155,5.0312395,0.59048283,replica_01_seed20260931,True
7130.0,2.047792,5.334057,4.529832,4.736471,0.26338872,replica_01_seed20260931,True
7140.0,2.2666237,5.205868,4.5238013,4.8019576,0.2609132,replica_01_seed20260931,True
7150.0,2.2840931,5.337071,4.4060383,5.1036196,0.66687703,replica_01_seed20260931,True
7160.0,2.1430233,5.3421216,4.2740993,4.578685,0.046564296,replica_01_seed20260931,True
7170.0,2.1024501,5.272894,4.281711,4.710379,0.2694631,replica_01_seed20260931,True
7180.0,2.1809516,5.274583,4.2547975,4.72479,0.3108948,replica_01_seed20260931,True
7190.0,1.9925648,5.261451,4.2484984,4.7381954,0.18430305,replica_01_seed20260931,True
7200.0,1.8820853,5.252122,4.349787,4.7871094,0.2019417,replica_01_seed20260931,True
7210.0,2.0353851,5.411953,4.5198174,4.789902,0.64362204,replica_01_seed20260931,True
7220.0,2.2580895,5.3028736,4.4091067,4.9484086,0.55551976,replica_01_seed20260931,True
7230.0,2.100277,5.2780027,4.552439,4.7390795,0.2635846,replica_01_seed20260931,True
7240.0,2.143819,5.2911844,4.5678425,4.589961,0.52336806,replica_01_seed20260931,True
7250.0,2.073884,5.2520437,4.458669,4.59303,0.4762447,replica_01_seed20260931,True
7260.0,1.9366205,5.2761407,4.4576354,4.251948,0.37141266,replica_01_seed20260931,True
7270.0,1.9980757,5.3089952,4.427129,4.8917603,0.4702684,replica_01_seed20260931,True
7280.0,1.9232984,5.328802,4.5985622,4.9093685,0.36349094,replica_01_seed20260931,True
7290.0,1.7367792,5.1930075,4.6716676,4.879604,0.6891074,replica_01_seed20260931,True
7300.0,1.6688222,5.2508616,4.6130037,4.776415,0.29448956,replica_01_seed20260931,True
7310.0,1.9299717,5.190015,4.6364527,4.583863,0.19839762,replica_01_seed20260931,True
7320.0,2.033797,5.263415,4.808184,4.67767,0.30235332,replica_01_seed20260931,True
7330.0,1.7841213,5.309313,4.6806498,4.5568757,0.31844866,replica_01_seed20260931,True
7340.0,2.0298605,5.3356886,4.6458216,4.5430846,0.5201416,replica_01_seed20260931,True
7350.0,2.1162517,5.296862,4.6067486,4.8420024,0.4709615,replica_01_seed20260931,True
7360.0,2.1046686,4.9465594,4.7306743,4.9188604,0.41737956,replica_01_seed20260931,True
7370.0,2.075567,5.3365235,4.5176964,4.8167896,0.847378,replica_01_seed20260931,True
7380.0,2.0799909,5.353394,4.434133,5.1557374,0.5515171,replica_01_seed20260931,True
7390.0,1.9691441,5.284264,4.4284334,4.9054284,0.7701472,replica_01_seed20260931,True
7400.0,1.9840794,5.2599297,4.3496923,5.031376,0.69410384,replica_01_seed20260931,True
7410.0,1.8219334,5.2507467,4.353844,4.8241053,0.79283667,replica_01_seed20260931,True
7420.0,1.9151318,5.1851444,4.3286552,4.113092,0.2756676,replica_01_seed20260931,True
7430.0,2.2507813,5.22367,4.207898,4.841599,0.6812217,replica_01_seed20260931,True
7440.0,2.0729809,5.197334,4.2990413,4.736054,0.2952108,replica_01_seed20260931,True
7450.0,1.8500607,5.366779,4.3586817,5.2405834,0.78870344,replica_01_seed20260931,True
7460.0,1.9390656,5.3126802,4.4594994,5.034826,0.58615553,replica_01_seed20260931,True
7470.0,1.6062587,5.2359047,4.4463215,4.7078304,0.26634824,replica_01_seed20260931,True
7480.0,1.9962317,5.2316875,4.4738107,5.112652,0.42584673,replica_01_seed20260931,True
7490.0,1.8449323,5.222843,4.61019,4.933525,0.29902774,replica_01_seed20260931,True
7500.0,2.2195644,5.267228,4.711004,5.031884,0.6303061,replica_01_seed20260931,True
7510.0,2.311019,5.317633,4.6480937,5.261287,0.15663712,replica_01_seed20260931,True
7520.0,2.0503683,5.2939897,4.697255,4.6536,0.26809055,replica_01_seed20260931,True
7530.0,2.0159934,5.284994,4.747945,4.6784267,0.28752658,replica_01_seed20260931,True
7540.0,2.049958,5.294693,4.6479187,4.425964,0.11655736,replica_01_seed20260931,True
7550.0,2.101418,5.2194853,4.7841554,4.5530357,0.6854861,replica_01_seed20260931,True
7560.0,1.990365,5.2768607,4.69086,4.881662,0.6988313,replica_01_seed20260931,True
7570.0,1.9953699,5.288329,4.6535788,4.3950887,0.3347065,replica_01_seed20260931,True
7580.0,1.9260353,5.2660317,4.557927,4.045543,0.5736305,replica_01_seed20260931,True
7590.0,2.1676755,5.2844424,4.61499,4.1758633,0.37145966,replica_01_seed20260931,True
7600.0,1.8893478,5.3415627,4.7075663,4.4524064,0.80304515,replica_01_seed20260931,True
7610.0,1.8786018,5.2710156,4.7665076,4.1132455,0.56095505,replica_01_seed20260931,True
7620.0,2.042216,5.2654295,4.7261467,4.302718,0.22126092,replica_01_seed20260931,True
7630.0,1.9044613,5.3267574,4.572398,4.326227,0.25917035,replica_01_seed20260931,True
7640.0,1.9286141,5.265481,4.579932,3.993728,0.5789051,replica_01_seed20260931,True
7650.0,1.9970524,5.3508515,4.8391657,4.3689594,0.66796774,replica_01_seed20260931,True
7660.0,2.2463775,5.186678,4.8815756,4.4522614,0.47040734,replica_01_seed20260931,True
7670.0,2.2897174,5.213756,4.8058453,4.3638916,0.5748201,replica_01_seed20260931,True
7680.0,2.150358,5.1820555,4.611859,4.011559,0.21842274,replica_01_seed20260931,True
7690.0,1.9768755,5.2191358,4.6291685,4.262808,0.89632106,replica_01_seed20260931,True
7700.0,1.7510803,5.2581267,4.637832,4.0379376,1.3079488,replica_01_seed20260931,True
7710.0,1.8096759,5.2408385,4.4845343,3.9465604,0.9749829,replica_01_seed20260931,True
7720.0,2.1014655,5.191333,4.332175,4.013508,0.31665075,replica_01_seed20260931,True
7730.0,1.7347335,5.305523,4.444509,4.6200185,0.67210853,replica_01_seed20260931,True
7740.0,1.53679,5.373349,4.437047,4.562495,0.9838762,replica_01_seed20260931,True
7750.0,1.7224369,5.2641172,4.3551393,5.264234,1.4695878,replica_01_seed20260931,True
7760.0,1.7839224,5.3366494,3.9796705,5.1360364,1.1466476,replica_01_seed20260931,True
7770.0,2.1913962,5.166967,4.0852933,5.147324,0.9515842,replica_01_seed20260931,True
7780.0,1.7862964,5.2038975,4.1504655,4.605921,0.5897645,replica_01_seed20260931,True
7790.0,1.97296,5.2489038,4.113775,4.5582504,0.37999046,replica_01_seed20260931,True
7800.0,2.2500424,5.2975035,4.255583,5.0581098,1.0439692,replica_01_seed20260931,True
7810.0,2.4999359,5.2356977,4.337344,4.3923326,0.6116993,replica_01_seed20260931,True
7820.0,2.029567,5.2119904,4.2743397,4.5552325,0.31939146,replica_01_seed20260931,True
7830.0,2.0185385,5.345759,4.2877016,4.4558487,0.02328013,replica_01_seed20260931,True
7840.0,2.0568788,5.3022814,4.4065566,4.491477,0.24376927,replica_01_seed20260931,True
7850.0,2.0378125,5.3461933,4.463242,4.8159018,0.40431613,replica_01_seed20260931,True
7860.0,1.877379,5.247175,4.4532948,4.930764,0.69817775,replica_01_seed20260931,True
7870.0,1.9361223,5.2512436,4.5431547,4.882475,0.40247232,replica_01_seed20260931,True
7880.0,1.6375588,5.2690306,4.397994,5.069498,0.96088797,replica_01_seed20260931,True
7890.0,1.8840849,5.146021,4.4429245,5.1218653,0.7785033,replica_01_seed20260931,True
7900.0,1.4401157,5.1925397,4.351043,4.6766467,0.87398624,replica_01_seed20260931,True
7910.0,1.5214278,5.2752686,4.428703,4.646052,0.5576777,replica_01_seed20260931,True
7920.0,2.152098,5.248148,4.4272466,4.7289257,0.5613537,replica_01_seed20260931,True
7930.0,2.0366898,5.3115053,4.4365535,4.5734234,0.27920866,replica_01_seed20260931,True
7940.0,2.124798,5.2718167,4.2888627,4.3932133,0.25131497,replica_01_seed20260931,True
7950.0,2.0869608,5.3048115,4.1184607,4.3266687,0.27256963,replica_01_seed20260931,True
7960.0,2.3154144,5.2504396,4.172793,4.6991043,0.61289185,replica_01_seed20260931,True
7970.0,2.189209,5.250793,4.255968,4.3498173,0.30635947,replica_01_seed20260931,True
7980.0,2.1747656,5.3212147,4.32647,4.2126017,0.37169653,replica_01_seed20260931,True
7990.0,1.988131,5.289011,4.411484,4.550603,0.33356425,replica_01_seed20260931,True
8000.0,1.9907596,5.225585,4.446479,4.3223658,0.36593583,replica_01_seed20260931,True
8010.0,2.1069179,5.301008,4.202369,4.578371,0.12308358,replica_01_seed20260931,True
8020.0,2.2224562,5.318155,4.264409,4.8689523,0.28218126,replica_01_seed20260931,True
8030.0,2.2408204,5.2836704,4.338601,4.565672,0.5042567,replica_01_seed20260931,True
8040.0,2.3205216,5.2529836,4.272806,4.975143,0.3275903,replica_01_seed20260931,True
8050.0,2.2482326,5.2931743,4.3230276,4.7201486,0.43812323,replica_01_seed20260931,True
8060.0,1.914618,5.321241,4.386793,4.8978987,0.5635294,replica_01_seed20260931,True
8070.0,2.225557,5.3224707,4.4715953,4.7976427,0.40139008,replica_01_seed20260931,True
8080.0,2.1668305,5.2587156,4.337829,4.5193524,0.79503953,replica_01_seed20260931,True
8090.0,2.1959898,5.1675014,4.4007025,4.7265453,0.5508138,replica_01_seed20260931,True
8100.0,2.0192769,5.2720747,4.1527486,4.3515487,0.42624506,replica_01_seed20260931,True
8110.0,2.045805,5.25574,4.265249,4.551504,0.47579977,replica_01_seed20260931,True
8120.0,2.2420046,5.2982283,4.380254,4.861019,0.30036044,replica_01_seed20260931,True
8130.0,2.0687127,5.3031116,4.4334683,4.577989,0.55472887,replica_01_seed20260931,True
8140.0,2.1225858,5.278029,4.32234,4.503362,0.86605835,replica_01_seed20260931,True
8150.0,2.2574134,5.356818,4.367076,4.8517227,0.3974197,replica_01_seed20260931,True
8160.0,2.1673636,5.268171,4.2266645,4.558387,0.5931576,replica_01_seed20260931,True
8170.0,2.103116,5.346534,4.1842575,4.8484716,0.9524477,replica_01_seed20260931,True
8180.0,2.0359967,5.346137,4.2286453,4.5944157,0.8811883,replica_01_seed20260931,True
8190.0,2.1856966,5.357246,4.1614385,4.8250966,0.9281498,replica_01_seed20260931,True
8200.0,2.1268792,5.281313,4.0825863,4.9478693,0.32449025,replica_01_seed20260931,True
8210.0,2.1773708,5.244626,3.9736974,4.580158,0.73983455,replica_01_seed20260931,True
8220.0,2.4013412,5.2842007,4.0224524,4.8580546,0.3112524,replica_01_seed20260931,True
8230.0,2.35654,5.222137,3.887467,4.4977865,0.71861506,replica_01_seed20260931,True
8240.0,2.4264183,5.2265882,3.9116144,4.6131444,0.6594626,replica_01_seed20260931,True
8250.0,2.0647004,5.2433834,3.7407374,4.736603,0.44322544,replica_01_seed20260931,True
8260.0,2.1575902,5.326667,3.8302372,4.5799913,0.31112465,replica_01_seed20260931,True
8270.0,2.0292208,5.268717,3.873339,4.4734316,0.65470964,replica_01_seed20260931,True
8280.0,1.9919841,5.293279,4.0299144,4.8279305,0.5149226,replica_01_seed20260931,True
8290.0,2.1672018,5.2584414,3.9978185,4.6376176,0.5721719,replica_01_seed20260931,True
8300.0,1.9949716,5.40189,4.0901175,4.708359,0.6689776,replica_01_seed20260931,True
8310.0,2.0713878,5.273032,4.013366,4.645474,0.577283,replica_01_seed20260931,True
8320.0,2.1904626,5.254473,4.0455875,4.717248,0.66583025,replica_01_seed20260931,True
8330.0,2.1960926,5.3224916,4.017805,4.79093,1.0160618,replica_01_seed20260931,True
8340.0,2.4216552,5.299661,3.815639,4.5647483,0.65042204,replica_01_seed20260931,True
8350.0,2.1953304,5.4073467,3.7886696,4.551874,0.39996114,replica_01_seed20260931,True
8360.0,2.33896,5.3683586,3.693972,4.762194,0.36355788,replica_01_seed20260931,True
8370.0,2.0546017,5.2518864,3.843997,4.44073,0.6453271,replica_01_seed20260931,True
8380.0,2.176044,5.2412806,3.781134,4.495353,0.46591198,replica_01_seed20260931,True
8390.0,2.3428342,5.23004,3.8063562,4.8235745,0.58547467,replica_01_seed20260931,True
8400.0,2.3755286,5.322112,3.8128633,4.7952085,0.64174944,replica_01_seed20260931,True
8410.0,2.3068533,5.2160864,3.7942836,4.822029,0.51037556,replica_01_seed20260931,True
8420.0,2.235158,5.352291,3.830772,5.110401,0.69808984,replica_01_seed20260931,True
8430.0,2.3630195,5.2847695,3.7975433,5.196705,0.6190238,replica_01_seed20260931,True
8440.0,2.2015057,5.2522397,3.9697113,5.00879,0.47226232,replica_01_seed20260931,True
8450.0,2.1570385,5.3306303,3.914513,4.8082604,0.42330217,replica_01_seed20260931,True
8460.0,2.336381,5.170891,3.6885576,4.8814363,0.4446205,replica_01_seed20260931,True
8470.0,2.3109605,5.269675,3.9085298,4.9301896,0.50281715,replica_01_seed20260931,True
8480.0,2.132917,5.2648025,3.8068376,4.5356603,0.6149084,replica_01_seed20260931,True
8490.0,2.2783241,5.322295,3.800315,4.5152855,0.43051767,replica_01_seed20260931,True
8500.0,2.4651933,5.2825074,3.9736176,4.8242636,0.43772626,replica_01_seed20260931,True
8510.0,2.3515258,5.2348566,3.9948895,4.800511,0.28922454,replica_01_seed20260931,True
8520.0,2.3184898,5.2438235,4.103039,4.930838,0.8260977,replica_01_seed20260931,True
8530.0,2.2264504,5.148537,4.0654926,4.6901374,0.37089616,replica_01_seed20260931,True
8540.0,2.1795714,5.2095394,4.0071,4.8602266,0.5996949,replica_01_seed20260931,True
8550.0,2.2406979,5.309799,3.9481447,4.577628,0.504063,replica_01_seed20260931,True
8560.0,2.045745,5.313389,3.965559,4.5998907,1.2009133,replica_01_seed20260931,True
8570.0,1.8489254,5.239837,3.9308538,5.0697336,1.8425547,replica_01_seed20260931,True
8580.0,1.5374745,5.2902513,3.8655376,4.595528,1.4684922,replica_01_seed20260931,True
8590.0,1.6778706,5.365464,3.867173,5.0069447,1.7584283,replica_01_seed20260931,True
8600.0,1.5575646,5.194855,3.7528446,4.1085706,2.9453466,replica_01_seed20260931,True
8610.0,1.4973425,5.329075,3.6985934,4.339188,2.7608194,replica_01_seed20260931,True
8620.0,1.6025864,5.2614,3.890964,4.189756,2.3130229,replica_01_seed20260931,True
8630.0,1.6836326,5.3210745,4.1848607,4.5683737,2.408879,replica_01_seed20260931,True
8640.0,1.8016232,5.2231855,4.132081,4.5791974,2.3667607,replica_01_seed20260931,True
8650.0,1.6854621,5.2310705,4.0394216,4.4621544,2.7130828,replica_01_seed20260931,True
8660.0,1.5414238,5.252021,4.0979986,4.3697143,2.3542993,replica_01_seed20260931,True
8670.0,1.4396046,5.2733173,4.1436296,4.40942,2.8920486,replica_01_seed20260931,True
8680.0,1.3853242,5.3118935,4.2692146,4.7220798,2.0836978,replica_01_seed20260931,True
8690.0,1.5334011,5.2801127,4.1484647,4.7896976,2.3976822,replica_01_seed20260931,True
8700.0,1.4612967,5.246248,4.2066774,4.760036,2.109453,replica_01_seed20260931,True
8710.0,1.2879239,5.264493,4.2766714,5.2096825,1.8151973,replica_01_seed20260931,True
8720.0,1.4774705,5.2896066,4.4473753,5.3244567,1.6815675,replica_01_seed20260931,True
8730.0,1.2833582,5.279643,4.4469633,5.031815,1.9241458,replica_01_seed20260931,True
8740.0,1.2740879,5.192664,4.263176,4.848136,2.4127676,replica_01_seed20260931,True
8750.0,1.1894809,5.282215,4.342943,4.4825563,2.4560883,replica_01_seed20260931,True
8760.0,1.2256048,5.1756787,4.1353045,4.4554644,2.520555,replica_01_seed20260931,True
8770.0,1.3762939,5.1316094,4.1988993,4.2591724,2.45023,replica_01_seed20260931,True
8780.0,1.3623065,5.126955,4.092674,4.624866,2.4213898,replica_01_seed20260931,True
8790.0,1.3016349,5.1723013,4.0877705,4.6649513,2.1197777,replica_01_seed20260931,True
8800.0,1.2112801,5.1986284,4.187479,4.7772603,2.393293,replica_01_seed20260931,True
8810.0,1.5233228,5.2207556,4.0497403,4.2764416,2.3563411,replica_01_seed20260931,True
8820.0,1.5332633,5.2892547,3.9517846,3.719764,2.535213,replica_01_seed20260931,True
8830.0,1.4559354,5.2336364,3.952925,3.7078676,2.4953575,replica_01_seed20260931,True
8840.0,1.4685987,5.264911,3.961291,3.9708505,3.3932445,replica_01_seed20260931,True
8850.0,1.4608202,5.166073,3.8802867,3.7543094,2.4375396,replica_01_seed20260931,True
8860.0,1.4242643,5.253154,3.844322,3.6516607,2.1901388,replica_01_seed20260931,True
8870.0,1.3231959,5.186432,3.9259348,3.4509375,2.6470833,replica_01_seed20260931,True
8880.0,1.5544522,5.2886395,4.028807,4.000197,3.1194308,replica_01_seed20260931,True
8890.0,1.4944917,5.1644635,4.0505643,3.90538,2.6133013,replica_01_seed20260931,True
8900.0,1.464542,5.162018,4.179547,3.8251126,2.4551609,replica_01_seed20260931,True
8910.0,1.3417532,5.2784066,4.2994103,4.6697764,2.1732113,replica_01_seed20260931,True
8920.0,1.3558743,5.267952,4.278558,4.2982345,2.808666,replica_01_seed20260931,True
8930.0,1.7399675,5.1439285,4.3102055,3.765458,2.9998527,replica_01_seed20260931,True
8940.0,1.6886995,5.212555,4.36056,3.816751,2.8068657,replica_01_seed20260931,True
8950.0,1.3764901,5.258093,4.3108873,3.7275958,3.0089202,replica_01_seed20260931,True
8960.0,1.5078496,5.2164574,4.3970404,3.9870567,1.8649215,replica_01_seed20260931,True
8970.0,1.6686088,5.2787642,4.5042405,3.6212597,3.017093,replica_01_seed20260931,True
8980.0,1.4590945,5.2248697,4.482059,3.4202085,2.7800987,replica_01_seed20260931,True
8990.0,1.4439185,5.2899446,4.6775885,3.2442644,2.6625037,replica_01_seed20260931,True
9000.0,1.4945214,5.2472787,4.670983,2.9969907,2.7915468,replica_01_seed20260931,True
9010.0,1.4909906,5.1789737,4.7885485,3.0561252,2.6807036,replica_01_seed20260931,True
9020.0,1.379178,5.212131,4.748153,2.840961,2.72443,replica_01_seed20260931,True
9030.0,1.3708284,5.191642,4.5256047,2.6743388,2.4409003,replica_01_seed20260931,True
9040.0,1.3739867,5.217901,4.454524,2.9451826,2.932688,replica_01_seed20260931,True
9050.0,1.3749062,5.2458487,4.463255,2.9334736,2.4428008,replica_01_seed20260931,True
9060.0,1.2859626,5.2031474,4.5973964,3.5904465,2.664101,replica_01_seed20260931,True
9070.0,1.2824066,5.215552,4.460331,3.7804687,2.4674215,replica_01_seed20260931,True
9080.0,1.3627206,5.284542,4.5869927,3.6792436,2.75159,replica_01_seed20260931,True
9090.0,1.4702635,5.2073736,4.62329,3.4846673,2.5425684,replica_01_seed20260931,True
9100.0,1.2673998,5.1728773,4.593809,3.7674932,2.627461,replica_01_seed20260931,True
9110.0,1.3556421,5.1519637,4.816544,3.583683,2.6985562,replica_01_seed20260931,True
9120.0,1.2298331,5.2918377,4.7031918,3.5032,2.4420981,replica_01_seed20260931,True
9130.0,1.2120947,5.2358646,4.6834273,3.1370404,2.6696374,replica_01_seed20260931,True
9140.0,1.2993176,5.2802687,4.7008615,3.219031,2.797469,replica_01_seed20260931,True
9150.0,1.4163591,5.223237,4.666445,3.695579,2.1350944,replica_01_seed20260931,True
9160.0,1.3749813,5.0369263,4.670653,4.078376,2.3988836,replica_01_seed20260931,True
9170.0,1.4303279,5.109592,4.6112432,3.96806,2.100788,replica_01_seed20260931,True
9180.0,1.3956156,5.176816,4.644421,4.0150824,2.8158011,replica_01_seed20260931,True
9190.0,1.3412864,5.1654334,4.7299356,3.4970973,2.5201879,replica_01_seed20260931,True
9200.0,1.3659524,5.2262,4.6432242,2.8958595,2.104867,replica_01_seed20260931,True
9210.0,1.3520496,5.253583,4.6376457,3.6309676,2.228138,replica_01_seed20260931,True
9220.0,1.3474321,5.1799083,4.747872,3.5343277,2.7204323,replica_01_seed20260931,True
9230.0,1.2759079,5.3156824,4.6993165,3.2399786,3.2126772,replica_01_seed20260931,True
9240.0,1.3492041,5.270472,4.6211724,3.6575058,2.3810694,replica_01_seed20260931,True
9250.0,1.3443463,5.235272,4.5178356,2.889988,2.4623094,replica_01_seed20260931,True
9260.0,1.557435,5.288165,4.5822735,3.5880747,2.2583091,replica_01_seed20260931,True
9270.0,1.4188392,5.225721,4.513093,3.1226351,2.2685134,replica_01_seed20260931,True
9280.0,1.5323446,5.1744223,4.578081,3.1604862,1.9506416,replica_01_seed20260931,True
9290.0,1.4693236,5.168766,4.5177693,3.2316968,1.8380125,replica_01_seed20260931,True
9300.0,1.6180818,5.2152195,4.4588017,3.371974,2.2681537,replica_01_seed20260931,True
9310.0,1.5536544,5.228651,4.4871635,3.4291964,2.0743997,replica_01_seed20260931,True
9320.0,1.6518403,5.2735467,4.417111,3.3149421,2.0709848,replica_01_seed20260931,True
9330.0,1.7610024,5.204835,4.4642973,3.466838,2.0284567,replica_01_seed20260931,True
9340.0,1.6924798,5.22851,4.5842867,3.3835018,1.80477,replica_01_seed20260931,True
9350.0,1.461996,5.25488,4.517831,3.0136478,1.7540483,replica_01_seed20260931,True
9360.0,1.5633767,5.142421,4.34109,3.3258865,2.383649,replica_01_seed20260931,True
9370.0,1.6447431,5.239025,4.1653666,3.1938229,1.723089,replica_01_seed20260931,True
9380.0,1.6578462,5.2180853,4.150864,3.2665377,1.6231802,replica_01_seed20260931,True
9390.0,1.535183,5.184057,4.0987797,3.1488492,1.9343154,replica_01_seed20260931,True
9400.0,1.4202445,5.2460756,3.9891405,2.8135438,2.2640533,replica_01_seed20260931,True
9410.0,1.4209313,5.267572,3.9533665,2.5394459,3.102511,replica_01_seed20260931,True
9420.0,1.4701651,5.209608,3.7871277,2.5365183,2.9024043,replica_01_seed20260931,True
9430.0,1.4046882,5.2260566,3.9474225,2.2653656,3.0392146,replica_01_seed20260931,True
9440.0,1.4183059,5.1888657,4.003028,3.0372558,2.703335,replica_01_seed20260931,True
9450.0,1.5531039,5.1949525,3.7993917,2.9039624,3.763668,replica_01_seed20260931,True
9460.0,1.6494215,5.2421613,3.8578975,3.0574675,2.9799545,replica_01_seed20260931,True
9470.0,1.4755911,5.2966113,3.9514503,3.2695227,3.4103394,replica_01_seed20260931,True
9480.0,1.5442796,5.1946135,3.954829,2.6834183,3.1473038,replica_01_seed20260931,True
9490.0,1.5562589,5.2694893,3.9969852,2.29912,3.2292352,replica_01_seed20260931,True
9500.0,1.5248432,5.169283,4.1097236,2.6662042,3.3095932,replica_01_seed20260931,True
9510.0,1.6265498,5.136471,4.077035,2.90799,3.6083164,replica_01_seed20260931,True
9520.0,1.611191,5.2843814,4.1400824,2.7496147,3.0492926,replica_01_seed20260931,True
9530.0,1.2201197,5.219659,4.037751,3.2673993,2.7570887,replica_01_seed20260931,True
9540.0,1.3016934,5.205862,3.982679,3.3840168,3.4525993,replica_01_seed20260931,True
9550.0,1.3667363,5.2340393,3.9367554,2.8438988,2.945011,replica_01_seed20260931,True
9560.0,1.5280889,5.271029,3.925509,2.6928365,3.026856,replica_01_seed20260931,True
9570.0,1.4955802,5.193787,3.9727268,3.059158,3.447373,replica_01_seed20260931,True
9580.0,1.5169675,5.1849885,4.068899,3.1564898,3.0108528,replica_01_seed20260931,True
9590.0,1.5999439,5.167529,4.0308285,3.4956214,3.8392334,replica_01_seed20260931,True
9600.0,1.468905,5.1470003,4.0575495,3.6853971,3.131238,replica_01_seed20260931,True
9610.0,1.3987464,5.1506257,4.1401677,3.360368,3.5822892,replica_01_seed20260931,True
9620.0,1.4997417,5.1630993,4.021866,3.1424692,3.4754894,replica_01_seed20260931,True
9630.0,1.6457837,5.201345,3.9269981,2.4094262,3.3182998,replica_01_seed20260931,True
9640.0,1.5935564,5.316166,3.7395134,2.8017979,3.6804678,replica_01_seed20260931,True
9650.0,1.4938163,5.2353535,3.8053694,2.6914456,3.5724971,replica_01_seed20260931,True
9660.0,1.4812804,5.234274,3.700848,2.856268,3.2230668,replica_01_seed20260931,True
9670.0,1.5324483,5.0880995,3.7785504,2.7622142,3.5959816,replica_01_seed20260931,True
9680.0,1.3384371,5.1638246,3.7639923,2.7540793,4.3848886,replica_01_seed20260931,True
9690.0,1.3872917,5.3105426,3.7599576,2.3166826,4.1830864,replica_01_seed20260931,True
9700.0,1.4679286,5.3088694,3.7185545,2.2769241,4.124842,replica_01_seed20260931,True
9710.0,1.4851906,5.2462225,3.7392185,2.309306,3.4647095,replica_01_seed20260931,True
9720.0,1.2693609,5.214145,3.7403846,2.2775946,3.445151,replica_01_seed20260931,True
9730.0,1.4950095,5.238265,3.6484993,2.4123259,3.869878,replica_01_seed20260931,True
9740.0,1.326839,5.1769614,3.6877682,3.0648313,4.703652,replica_01_seed20260931,True
9750.0,1.250459,5.256627,3.6562257,2.3029656,4.111419,replica_01_seed20260931,True
9760.0,1.3141451,5.220358,3.669367,2.0629125,3.9747164,replica_01_seed20260931,True
9770.0,1.2764,5.1882076,3.7451982,2.1203914,4.230195,replica_01_seed20260931,True
9780.0,1.3401959,5.2461042,3.7978187,2.5720348,3.8660896,replica_01_seed20260931,True
9790.0,1.4524684,5.2937107,3.781102,2.3125424,4.158773,replica_01_seed20260931,True
9800.0,1.5596706,5.2551723,3.8065827,2.4098184,4.232274,replica_01_seed20260931,True
9810.0,1.4124405,5.232098,3.975229,2.4552708,3.833089,replica_01_seed20260931,True
9820.0,1.4844446,5.2861934,3.854767,2.9052284,3.9933567,replica_01_seed20260931,True
9830.0,1.3544233,5.291257,3.7468252,3.1802986,3.9570048,replica_01_seed20260931,True
9840.0,1.6350644,5.216513,3.5927603,3.288864,4.7265244,replica_01_seed20260931,True
9850.0,1.2873783,5.1780586,3.6119783,2.7928,4.1400666,replica_01_seed20260931,True
9860.0,1.2182372,5.3325076,3.9406028,2.891083,4.2838955,replica_01_seed20260931,True
9870.0,1.4418827,5.2862906,4.0070577,3.0653772,4.0859017,replica_01_seed20260931,True
9880.0,1.4795496,5.2496386,4.132987,2.8393624,3.9025888,replica_01_seed20260931,True
9890.0,1.656446,5.3510146,4.0554996,3.243239,4.358725,replica_01_seed20260931,True
9900.0,1.4744143,5.2973537,4.2421637,2.758522,4.380475,replica_01_seed20260931,True
9910.0,1.5056047,5.1985593,4.366533,2.5750465,4.0863824,replica_01_seed20260931,True
9920.0,1.4091552,5.182629,4.481375,3.0284715,3.8802485,replica_01_seed20260931,True
9930.0,1.601225,5.1625433,4.3106093,2.902024,3.9858327,replica_01_seed20260931,True
9940.0,1.8013806,5.1255317,4.3300133,3.3837821,4.196586,replica_01_seed20260931,True
9950.0,1.5681274,5.0806494,4.3493986,2.8945704,3.7171226,replica_01_seed20260931,True
9960.0,1.5731206,5.298686,4.3268433,3.113147,3.6692498,replica_01_seed20260931,True
9970.0,1.7334759,5.2508364,4.1822505,3.369517,4.031548,replica_01_seed20260931,True
9980.0,1.8069739,5.174123,4.2673144,3.6419396,4.1773725,replica_01_seed20260931,True
9990.0,1.5230556,5.2301507,4.3303785,3.0569139,3.0671036,replica_01_seed20260931,True
10000.0,1.422262,5.1630764,4.4500027,2.7379699,3.2021723,replica_01_seed20260931,True
10.0,0.9685117,5.22735,3.0356753,3.2239456,4.373068,replica_02_seed20260932,False
20.0,1.164151,5.311879,3.1070213,3.1546533,5.3198624,replica_02_seed20260932,False
30.0,1.0998784,5.235591,3.2329502,3.226359,4.3142323,replica_02_seed20260932,False
40.0,1.0670943,5.230611,3.027226,3.5089304,4.317514,replica_02_seed20260932,False
50.0,1.2470453,5.2349787,2.996609,3.6566947,3.4822197,replica_02_seed20260932,False
60.0,0.97522044,5.2189884,2.9515755,2.9418097,3.5160441,replica_02_seed20260932,False
70.0,1.0550492,5.1864867,2.9797463,3.083831,3.037758,replica_02_seed20260932,False
80.0,1.0927992,5.0880756,3.0529153,3.049555,3.4125042,replica_02_seed20260932,False
90.0,0.913414,5.144212,3.1526985,3.0465138,4.202779,replica_02_seed20260932,False
